date,price,weekly return,volatility,average weekly volatility of past month,average weekly volatility of past quarter,return of past month,return of past half year,return of past year
1973/9/7,898.62,1.246112939,2.512506197,3.230131518,3.784821054,0.030728468,-0.076368047,-0.065135295
1973/9/14,886.35,-1.365426988,3.360708642,3.252262353,3.788209014,0.026485848,-0.079633245,-0.064350635
1973/9/21,927.9,4.687764427,5.866756924,3.870162256,3.935175538,0.045450448,0.005635635,-0.016033594
1973/9/28,947.09,2.068110788,4.332363401,4.018083791,4.068176962,0.053938261,-0.004111462,-0.006472526
1973/10/5,971.25,2.550971925,4.033407596,4.398309141,3.945534732,0.095786089,0.043165854,0.02739726
1973/10/12,978.62,0.758815959,3.912483912,4.536252959,3.925442339,0.054661063,0.020086517,0.051770649
1973/10/19,963.72,-1.522552165,2.830516442,3.777192838,3.791716818,0.017559049,0.000550255,0.022189224
1973/10/26,987.05,2.420827626,4.991076246,3.941871049,3.825980823,0.016267696,0.070344184,0.04294122
1973/11/2,935.27,-5.245934856,6.939871334,4.668486983,4.098975881,-0.044297071,-0.019489233,-0.049628598
1973/11/9,908.4,-2.872967165,4.693831728,4.863823937,4.217446416,-0.057402565,-0.021089044,-0.087264506
1973/11/16,862.65,-5.036327609,5.669308675,5.573521996,4.40695903,-0.126032116,-0.03631753,-0.142119814
1973/11/23,854,-1.002724164,6.21341216,5.879105974,4.613020271,-0.086894694,-0.082539239,-0.166991806
1973/11/30,822.25,-3.717798595,4.274004684,5.212639312,4.759811812,-0.094837076,-0.080205828,-0.196958747
1973/12/7,838.04,1.920340529,7.661903314,5.954657208,5.118244701,-0.028528372,-0.089086957,-0.188873188
1973/12/14,815.64,-2.672903441,8.066440743,6.553940225,5.301551686,-0.044918033,-0.082044703,-0.205981134
1973/12/21,818.72,0.377617576,5.357755873,6.340026153,5.387001059,-0.004293098,-0.069435446,-0.184704242
1973/12/28,848.01,3.577535665,6.497948016,6.896011986,5.592379427,0.011896807,-0.048996299,-0.168625798
1974/1/4,880.15,3.790049646,6.391434063,6.578394674,5.798958606,0.079091266,0.011550397,-0.159745293
1974/1/11,841.48,-4.393569278,7.657785605,6.476230889,6.201231037,0.027799492,-0.050226867,-0.190378602
1974/1/18,855.47,1.662546941,5.37148833,6.479664004,6.232932044,0.008797066,-0.060841594,-0.166354831
1974/1/25,859.39,0.458227641,5.014787193,6.108873798,6.072508365,-0.023586889,-0.082534429,-0.143632976
1974/2/1,843.94,-1.797786802,3.700299049,5.436090044,5.989713975,0.002923421,-0.071430143,-0.139539152
1974/2/8,820.4,-2.789297817,3.151882835,4.309614352,5.779928489,-0.040995009,-0.080650403,-0.162387054
1974/2/15,820.32,-0.009751341,3.656752804,3.88093047,5.566873542,-0.045462479,-0.059082619,-0.162272012
1974/2/22,855.99,4.348303101,5.875755803,4.096172623,5.700352802,0.014278266,-0.008674202,-0.108232279
1974/3/1,851.92,-0.475472844,3.306113389,3.997626208,5.337370309,0.038420283,-0.040155032,-0.113792637
1974/3/8,878.05,3.067189407,5.10611325,4.486183811,5.090676351,0.070374976,-0.022890655,-0.097510587
1974/3/15,887.83,1.113831786,4.33916064,4.65678577,5.005793415,0.037196696,0.001669769,-0.078096445
1974/3/22,878.13,-1.092551502,3.153756913,3.976286048,4.727110823,0.0307658,-0.053637245,-0.048303891
1974/3/29,846.68,-3.581474269,5.443385376,4.510604045,4.648106766,-0.035726895,-0.106019491,-0.109695058
1974/4/5,847.54,0.101573204,3.106250295,4.010638306,4.268812156,-0.045380309,-0.127371943,-0.089704208
1974/4/11,844.81,-0.322108691,2.501356868,3.551187363,4.029634535,-0.037944268,-0.136733359,-0.119393339
1974/4/19,859.9,1.786200447,4.332335081,3.845831905,3.972763525,0.015613927,-0.107728386,-0.107237409
1974/4/26,834.64,-2.937550878,5.302942203,3.810721112,4.106317121,-0.015220521,-0.154409604,-0.094927238
1974/5/3,845.9,1.349084635,4.936259944,4.268223524,4.255015214,0.001290231,-0.095555294,-0.113182228
1974/5/10,850.44,0.536706466,4.26764393,4.709795289,4.305922808,-0.011001279,-0.063804491,-0.08354796
1974/5/17,818.84,-3.715723625,4.973895866,4.870185486,4.230767813,-0.018930317,-0.050785371,-0.085258501
1974/5/24,816.65,-0.267451517,3.663719408,4.460379787,4.260568314,-0.034578555,-0.043735363,-0.122664719
1974/5/31,802.17,-1.77309741,4.383762934,4.322255534,4.200372455,-0.056758854,-0.024420797,-0.102667934
1974/6/7,853.72,6.426318611,7.916027775,5.234351496,4.498444716,0.042596844,0.018710324,-0.072043478
1974/6/14,843.09,-1.245138921,3.24462353,4.802033412,4.506016934,0.032376171,0.033654553,-0.051151327
1974/6/21,815.39,-3.28553298,3.914172864,4.864646776,4.378582558,0.016480297,-0.004067325,-0.073220354
1974/6/28,802.41,-1.59187628,4.415065184,4.872472338,4.487650465,-0.060101673,-0.053772951,-0.100134574
1974/7/5,791.77,-1.326005409,3.352400892,3.731565617,4.558570801,-0.060871319,-0.100414702,-0.090024135
1974/7/12,787.23,-0.573398841,4.748853834,4.107623193,4.593280697,-0.034535621,-0.064469744,-0.111458498
1974/7/19,787.94,0.090189652,4.725429671,4.310437395,4.545154653,-0.018033175,-0.078939063,-0.134977879
1974/7/26,784.57,-0.42769754,3.845470467,4.168038716,4.454255529,-0.00909355,-0.087061753,-0.16241059
1974/8/2,752.58,-4.077392712,4.512025696,4.457944917,4.474620677,-0.044015091,-0.108254141,-0.171951676
1974/8/9,777.3,3.28470063,7.361343645,5.11106737,4.673574658,-0.013503566,-0.052535349,-0.128948754
1974/8/16,731.54,-5.887044899,6.599768429,5.579652059,4.91824541,-0.067591165,-0.108226058,-0.160914398
1974/8/23,686.8,-6.115865161,7.162971266,6.409027259,5.149846104,-0.08740599,-0.197654178,-0.204613888
1974/8/30,678.58,-1.19685498,6.624927199,6.937252635,5.04225439,-0.127003731,-0.203469809,-0.235454504
1974/9/6,677.88,-0.103156592,7.088331516,6.868999602,5.362563389,-0.073352107,-0.227971072,-0.24564332
1974/9/13,627.19,-7.477724671,7.715229834,7.147864954,5.679318136,-0.086793826,-0.293569715,-0.292390139
1974/9/20,670.76,6.946858209,10.01291475,7.860350824,6.1458056,-0.011524065,-0.236149545,-0.277120379
1974/9/27,621.94,-7.278311169,8.766175681,8.395662945,6.596953499,-0.08252198,-0.265436765,-0.343314785
1974/10/4,584.56,-6.010226067,7.428369296,8.48067239,6.820246454,-0.067969834,-0.31028624,-0.398136422
1974/10/11,658.17,12.59237717,13.36047626,9.891983995,7.539833669,-0.018769754,-0.220925415,-0.3274509
1974/10/18,654.88,-0.499870854,8.174179923,9.432300289,7.900559457,0.052963308,-0.238423072,-0.320466526
1974/10/25,636.19,-2.853957977,8.520645004,9.37091762,8.234611066,0.088322841,-0.237767181,-0.355463249
1974/11/1,665.28,4.572533363,9.666923403,9.930556146,8.426742713,0.01080268,-0.213524057,-0.288675997
1974/11/8,667.16,0.282587783,6.824194324,8.296485664,8.445444871,0.018751527,-0.21551197,-0.26556583
1974/11/15,647.61,-2.930331555,6.010552191,7.755578731,8.349409948,0.017950612,-0.209112891,-0.249278386
1974/11/22,615.3,-4.989113819,6.377294977,7.219741224,8.328773929,-0.075126263,-0.246556052,-0.279508197
1974/11/29,618.66,0.546075085,4.729400293,5.985360446,8.132196327,-0.072696205,-0.22876697,-0.247601095
1974/12/6,577.6,-6.636924967,7.112145605,6.057348266,8.081939308,-0.108105187,-0.32343157,-0.310772755
1974/12/13,592.77,2.626385042,6.267313019,6.121538473,7.769805831,-0.036616285,-0.296907803,-0.27324555
1974/12/20,598.48,0.96327412,4.807935624,5.729198635,7.439952493,-0.032618886,-0.266019941,-0.269005277
1974/12/27,602.16,0.614891057,4.461301965,5.662174053,7.192696882,0.042520776,-0.249560698,-0.289914034
1975/1/3,634.54,5.377308357,7.904875781,5.860356597,6.738063509,0.070465779,-0.198580396,-0.279054707
1975/1/10,658.79,3.821666089,6.161944085,5.834014364,6.570377189,0.100771956,-0.163154351,-0.217105576
1975/1/17,655.74,-0.46296999,4.402009745,5.732532894,6.227157584,0.088979673,-0.167779273,-0.233473997
1975/1/24,666.61,1.657669198,5.657730198,6.031639952,5.893058151,0.050540549,-0.150349873,-0.224321903
1975/1/31,703.69,5.56247281,5.835496017,5.514295011,5.810666625,0.068155254,-0.064963193,-0.1661848
1975/2/7,711.91,1.168128011,5.158521508,5.263439367,5.739664068,0.08565895,-0.084124534,-0.132240371
1975/2/14,734.2,3.131013752,5.857481985,5.627307427,5.696346319,0.101393618,0.003636165,-0.104983421
1975/2/21,749.77,2.120675565,4.83519477,5.42167357,5.705162525,0.06548338,0.09168608,-0.124090235
1975/2/28,739.05,-1.429771797,4.868159569,5.179839458,5.518163689,0.038122796,0.089112559,-0.132488966
1975/3/7,769.56,4.128272783,5.155266897,5.179025805,5.425493179,0.048161264,0.135245176,-0.123557884
1975/3/14,773.47,0.508082541,4.17121472,4.757458989,5.372433103,0.031609694,0.233230759,-0.128808443
1975/3/21,763.06,-1.34588284,5.662792351,4.964358384,5.472557302,0.032487653,0.137605105,-0.131039823
1975/3/27,770.26,0.943569313,6.172515923,5.290447473,5.328193981,0.000909611,0.238479596,-0.090258421
1975/4/4,747.26,-2.986004726,5.063225404,5.2674371,5.236634091,-0.033886253,0.278329,-0.118318899
1975/4/11,789.5,5.652651018,7.53419158,6.108181315,5.497649244,0.034649962,0.199538113,-0.065470342
1975/4/18,808.43,2.397720076,5.62381254,6.098436362,5.494822772,0.049554696,0.234470437,-0.059855797
1975/4/25,811.8,0.416857366,4.527293643,5.687130792,5.385805907,0.086368868,0.276033889,-0.027365092
1975/5/2,848.48,4.518354274,6.947524021,6.158205446,5.53488945,0.07470551,0.275372775,0.003050006
1975/5/9,850.13,0.194465397,4.407882331,5.376628134,5.414089479,0.05158146,0.274252053,-0.000364517
1975/5/16,837.61,-1.472715938,4.375801348,5.064625336,5.375806694,0.031793545,0.293386452,0.022922671
1975/5/23,831.9,-0.681701508,4.274065496,5.001318299,5.326298854,-0.019540826,0.352023403,0.01867385
1975/5/30,832.29,0.046880635,3.534078615,4.147956947,5.191199831,-0.020985026,0.345310833,0.037548151
1975/6/6,839.64,0.883105648,3.063835923,3.811945345,5.098918265,0.002423562,0.45367036,-0.016492527
1975/6/13,824.47,-1.806726692,3.965985422,3.709491364,4.957517687,-0.008931362,0.390876731,-0.022085424
1975/6/20,855.44,3.756352566,5.542954868,4.026713707,4.905054266,0.027814824,0.429354364,0.0491176
1975/6/27,873.12,2.066772655,4.266810063,4.209896569,4.838686321,0.039874232,0.449980072,0.088122032
1975/7/3,871.79,-0.152327286,2.668590801,4.111085288,4.433219589,0.057394447,0.373892899,0.101064703
1975/7/11,871.09,-0.080294566,3.900021794,4.094594381,4.28957036,0.018294679,0.322257472,0.106525412
1975/7/18,862.41,-0.99645272,3.972035037,3.701864424,4.24329881,-0.012266355,0.315170647,0.094512273
1975/7/25,834.09,-3.28382092,4.487424775,3.757018102,4.038290539,-0.043244359,0.251241356,0.063117376
1975/8/1,826.5,-0.909973744,2.865398218,3.806219956,3.909750197,-0.051188741,0.174522872,0.098222116
1975/8/8,817.74,-1.059891107,2.686025408,3.50272086,3.768935535,-0.051796709,0.148656431,0.052026245
1975/8/15,825.64,0.966077237,3.509673001,3.387130351,3.70523616,-0.010130801,0.124543721,0.128632747
1975/8/22,804.76,-2.528947241,5.753112737,3.703552341,3.890155671,-0.02630369,0.073342492,0.171753058
1975/8/29,835.34,3.799890651,5.827824445,4.444158898,4.120488047,0.021522733,0.130288884,0.231011819
1975/9/5,835.97,0.075418393,3.316015036,4.601656305,4.066323849,0.012511506,0.086296065,0.233212368
1975/9/12,809.29,-3.191502087,5.071952343,4.99222614,4.027073638,0.005629007,0.046310781,0.290342639
1975/9/19,829.79,2.533084556,5.276229782,4.873005401,4.111191948,-0.006644001,0.087450528,0.237089272
1975/9/26,818.6,-1.348533966,3.470757662,4.283738705,4.178039186,-0.020778258,0.06275803,0.316204135
1975/10/3,813.21,-0.658441241,4.898607378,4.679386791,4.261254652,0.004843752,0.088255761,0.391148898
1975/10/10,823.91,1.315773293,3.54152064,4.296778866,4.225378452,-0.00708613,0.043584547,0.251819439
1975/10/17,832.18,1.00375041,4.114527072,4.006353188,4.194303644,0.016589299,0.02937793,0.270736624
1975/10/24,840.52,1.002187027,3.773222139,4.081969308,4.269955637,0.033582961,0.035378172,0.321177636
1975/10/31,836.04,-0.533003379,2.819683053,3.562238226,4.281093774,0.014722482,-0.014661512,0.256673882
1975/11/7,835.8,-0.02870676,2.906559495,3.40349794,4.230834315,0.00435002,-0.016856246,0.252772948
1975/11/14,853.67,2.138071309,4.606365159,3.526457462,4.135272017,0.015645077,0.019173601,0.318185328
1975/11/21,840.76,-1.512293978,3.654808064,3.496853943,3.954187319,0.005645663,0.010650319,0.366422883
1975/11/28,860.67,2.368095533,3.734716209,3.725612232,3.989079083,0.029755922,0.034098692,0.391184172
1975/12/5,818.8,-4.864814621,5.693238988,4.422282105,4.04085297,-0.040847166,-0.024820161,0.417590028
1975/12/12,832.81,1.711040547,3.334147533,4.104227699,3.879012783,-0.009455731,0.010115589,0.404946269
1975/12/19,844.38,1.389272463,3.410141569,4.043061075,3.873961442,-0.018927115,-0.012929019,0.410874215
1975/12/26,859.81,1.8273763,3.256827495,3.923588896,3.737146451,0.050085491,-0.015244182,0.427876312
1976/1/2,858.71,-0.127935242,2.209790535,3.052726783,3.626168943,0.031099531,-0.015003613,0.353279541
1976/1/9,911.13,6.104505596,6.789253648,3.916503312,3.849062824,0.079052086,0.0459654,0.383035565
1976/1/16,929.63,2.03044571,3.830408394,4.021570018,3.853828345,0.081203987,0.077944365,0.417680788
1976/1/23,953.95,2.616094575,3.721910868,4.137840861,3.929013996,0.110910552,0.143701519,0.431046639
1976/1/30,975.28,2.235966246,4.57047015,4.728010765,4.067673218,0.070407077,0.180012099,0.3859512
1976/2/6,954.9,-2.089656304,3.373390206,3.874044905,3.964925305,0.027182858,0.167730575,0.341321234
1976/2/13,958.36,0.362341606,3.330191643,3.748990717,3.937873937,0.004622884,0.160748026,0.305311904
1976/2/20,987.8,3.071914521,5.290287575,4.141084894,4.067504884,0.012837339,0.227446692,0.317470691
1976/2/27,972.61,-1.53776068,4.100020247,4.023472418,3.934736655,0.018546445,0.164328297,0.316027332
1976/3/5,972.92,0.031873002,2.765754002,3.871563367,3.887370528,0.015192621,0.163821668,0.264254899
1976/3/12,987.64,1.512971262,3.628253094,3.946078729,3.905546488,-0.000161976,0.220378356,0.276895031
1976/3/19,979.85,-0.788748937,1.163379369,2.914351678,3.731092478,0.007443888,0.180840936,0.284106099
1976/3/26,1003.46,2.409552483,2.74735929,2.576186439,3.775889874,0.031390042,0.225824579,0.302754914
1976/4/2,991.58,-1.183903693,0.784286369,2.08081953,3.275475934,0.003989308,0.219340638,0.326954474
1976/4/9,968.28,-2.349785191,3.611408056,2.076608271,3.257225906,-0.01180793,0.175225449,0.226447118
1976/4/15,980.48,1.259966126,1.341554096,2.121151953,3.058862841,-0.022900763,0.178206638,0.21281991
1976/4/23,1000.71,2.063275131,2.33661064,2.01846479,2.872707882,0.009207527,0.1905844,0.2327051
1976/4/30,996.85,-0.385726134,0.724485615,2.003514602,2.651965833,0.029505928,0.192347256,0.174865642
1976/5/7,996.22,-0.063199077,0.979084115,1.345433616,2.456040206,0.016053362,0.19193587,0.171844306
1976/5/14,992.6,-0.363373552,1.493645982,1.383456588,2.139653406,-0.008104246,0.162744386,0.185038383
1976/5/21,990.75,-0.186379206,0.970179327,1.04184876,1.87883333,-0.006119276,0.178398116,0.190948431
1976/5/28,975.23,-1.566490033,0.975018925,1.104482087,1.729605406,-0.021069643,0.133105604,0.171743022
1976/6/4,963.9,-1.161777222,1.233555161,1.168099849,1.530047245,-0.028913963,0.177210552,0.147991997
1976/6/11,978.8,1.545803507,2.148563129,1.331829136,1.612145892,-0.01206157,0.175298087,0.18718692
1976/6/18,1001.88,2.357989375,1.764405394,1.530385652,1.530233067,0.027326887,0.186527393,0.171186758
1976/6/25,999.84,-0.2036172,1.086956522,1.558370052,1.55545558,0.037286026,0.162861562,0.145134689
1976/7/2,999.84,0,0.79412706,1.448513026,1.320682164,0.021495709,0.164351178,0.146881703
1976/7/9,1003.11,0.327052328,1.195191231,1.210170052,1.308485258,0.001227692,0.100951566,0.151557244
1976/7/16,993.21,-0.986930646,1.794419356,1.217673542,1.263302651,-0.006631061,0.068392801,0.151668
1976/7/23,990.91,-0.231572376,0.280907361,1.016161252,1.226337797,-0.008931429,0.038744169,0.188013284
1976/7/30,984.64,-0.632751713,1.233209878,1.125931956,1.247514944,-0.018412736,0.009597244,0.191336963
1976/8/6,986,0.138121547,1.017630809,1.081541851,1.207847013,-0.007259291,0.032568855,0.205762223
1976/8/13,990.19,0.42494929,1.011156187,0.885726059,1.211261751,-0.000726605,0.033212989,0.199299937
1976/8/20,974.07,-1.62797039,2.552035468,1.453508085,1.342679796,-0.010734888,-0.013899575,0.210385705
1976/8/27,963.93,-1.040992947,1.134415391,1.428809464,1.334418149,-0.022383367,-0.00892444,0.153937319
1976/9/3,989.11,2.612222879,2.094550434,1.69803937,1.329917091,-0.0010907,0.016640628,0.183188392
1976/9/10,988.36,-0.075825742,0.982701621,1.690925728,1.26477511,0.014670404,0.000729011,0.221268025
1976/9/17,995.1,0.681937755,1.665385082,1.469263132,1.31297749,0.032336373,0.015563607,0.19921908
1976/9/24,1009.31,1.427997186,2.037986132,1.695155817,1.416632412,0.0204224,0.005829829,0.232970926
1976/10/1,979.89,-2.914862629,3.293339014,1.994852962,1.591478061,-0.008569752,-0.011789266,0.204965507
1976/10/8,952.38,-2.80745798,2.612538142,2.402312093,1.659654627,-0.042930359,-0.01642087,0.155927225
1976/10/15,937,-1.614901615,1.674751675,2.404653741,1.775808319,-0.071643004,-0.044345627,0.125958326
1976/10/22,938.75,0.186766275,1.720384205,2.325253259,1.81640618,-0.041984304,-0.06191604,0.116868129
1976/10/29,964.93,2.788814913,2.868708389,2.219095603,1.970662645,0.013177513,-0.032020866,0.154167265
1976/11/5,943.07,-2.265449307,2.385665281,2.162377387,2.085205069,0.006478122,-0.053351669,0.128344101
1976/11/12,927.69,-1.630843946,1.022193475,1.999237837,1.957718237,-0.011781625,-0.065393915,0.086707978
1976/11/19,948.8,2.275544632,1.594282573,1.967712429,1.996040502,-0.016716238,-0.04234166,0.128502783
1976/11/26,956.62,0.824198988,0.771500843,1.443410543,1.885786369,0.014367968,-0.019082678,0.111482914
1976/12/3,950.55,-0.634525726,0.408730739,0.949176907,1.837955463,0.024641852,-0.013849984,0.160906204
1976/12/10,973.15,2.37757088,1.310820052,1.021333552,1.808408377,0.025663997,-0.005772374,0.168513827
1976/12/17,979.06,0.607306171,0.981349227,0.868100215,1.720355301,0.02345759,-0.022777179,0.159501646
1976/12/23,985.62,0.670030437,1.349253365,1.012538346,1.558348164,0.03689443,-0.014222276,0.146323025
1976/12/31,1004.65,1.930764392,0.986181287,1.156900983,1.422818426,0.032369111,0.00481077,0.169952603
1977/1/7,983.13,-2.142039516,2.158960832,1.368936178,1.463169189,0.004157049,-0.019918055,0.079022752
1977/1/14,972.16,-1.11582395,1.893950953,1.597086609,1.477633085,-0.013656379,-0.021193907,0.045749384
1977/1/21,962.43,-1.000864055,0.99160632,1.507674848,1.321207912,-0.042024586,-0.028741258,0.008889355
1977/1/28,957.53,-0.509127937,1.182423657,1.55673544,1.220937777,-0.026039283,-0.027532905,-0.018199902
1977/2/4,947.89,-1.006756968,1.171764853,1.309936446,1.233402058,-0.024965026,-0.038651116,-0.007341083
1977/2/11,931.52,-1.726993639,1.560307631,1.226525615,1.230570813,-0.032116621,-0.059251255,-0.028006177
1977/2/18,940.24,0.936104431,1.070293714,1.246197464,1.255470219,-0.018056876,-0.034730564,-0.048147398
1977/2/25,933.43,-0.724283162,0.777461074,1.144956818,1.286197747,-0.015254935,-0.031641302,-0.040283361
1977/3/4,953.46,2.14584918,1.825525213,1.308396908,1.329089844,0.023552903,-0.036042503,-0.020001645
1977/3/11,947.72,-0.602017914,1.281647893,1.238731973,1.354114733,0.007955416,-0.041118621,-0.040419586
1977/3/18,961.02,1.403368083,1.017178069,1.225453062,1.326441791,0.029557653,-0.034247814,-0.019217227
1977/3/25,928.86,-3.346444403,2.568104722,1.673113974,1.458268744,-0.025800768,-0.079707919,-0.074342774
1977/4/1,927.36,-0.161488276,1.386645996,1.56339417,1.393909175,-0.021483138,-0.053608058,-0.064765324
1977/4/7,918.88,-0.914423741,0.447506901,1.354858922,1.27337217,-0.043849244,-0.035175035,-0.0510183
1977/4/15,947.76,3.142956643,2.574873759,1.744282845,1.405311124,0.020347523,0.011483458,-0.03337141
1977/4/22,927.07,-2.18304212,1.655482401,1.516127264,1.444732686,-0.000312716,-0.012442077,-0.073587753
1977/4/29,926.9,-0.018337342,1.372064677,1.512481935,1.461424338,0.008728017,-0.039412185,-0.070171039
1977/5/6,936.74,1.061603193,1.318373072,1.730198477,1.441263124,-0.011627416,-0.006712121,-0.059705687
1977/5/13,928.34,-0.896726947,1.131584004,1.369376038,1.446370648,0.001369907,0.000700665,-0.064739069
1977/5/20,930.46,0.228364608,1.23338432,1.263851518,1.484364252,0.00384076,-0.01932968,-0.060852889
1977/5/27,898.83,-3.399393848,1.959245964,1.41064684,1.495507648,-0.040470141,-0.060410612,-0.078340494
1977/6/3,912.23,1.490826964,1.50974044,1.458488682,1.514515361,-0.017353556,-0.040313503,-0.053605146
1977/6/10,910.79,-0.157854927,1.090733697,1.448276105,1.520644996,-0.021140081,-0.064080563,-0.06948304
1977/6/17,920.45,1.060617706,1.11661305,1.419083288,1.399687357,0.024053492,-0.059863543,-0.081277199
1977/6/24,929.7,1.004943234,0.589928839,1.076754007,1.33329426,0.019150872,-0.056735862,-0.070151224
1977/7/1,912.65,-1.833924922,1.23158008,1.007213916,1.398633692,0.002042183,-0.09157418,-0.087203953
1977/7/8,907.99,-0.510600997,0.642086232,0.89505205,1.237568065,-0.013536857,-0.076429363,-0.094825094
1977/7/15,905.95,-0.224672078,0.32599478,0.697397483,1.12677743,-0.025545875,-0.068106073,-0.087856546
1977/7/22,923.42,1.928362492,1.415089133,0.903687556,1.130362801,0.0118008,-0.040532818,-0.068109112
1977/7/29,890.07,-3.611574365,2.795044508,1.294553663,1.253418754,-0.0197359,-0.070452101,-0.096045255
1977/8/5,888.69,-0.155043985,0.652757648,1.297221517,1.213516558,-0.019051824,-0.062454504,-0.098691684
1977/8/12,871.1,-1.979317872,1.793651329,1.664135655,1.260205475,-0.056658942,-0.064861731,-0.120269847
1977/8/19,863.48,-0.874756056,1.222592125,1.616011403,1.198817655,-0.029874055,-0.081638731,-0.113533935
1977/8/26,855.42,-0.933432158,1.534488349,1.300872363,1.200879981,-0.037437127,-0.083573487,-0.112570415
1977/9/2,872.31,1.974468682,1.568819995,1.52988795,1.240720506,0.001389048,-0.085111069,-0.118085956
1977/9/9,857.04,-1.75052447,2.2182481,1.636037142,1.332523427,-0.007458192,-0.095682269,-0.132866567
1977/9/16,856.81,-0.026836554,0.747923084,1.517369882,1.345689614,0.001624933,-0.108436869,-0.138970958
1977/9/23,839.14,-2.06230086,1.475239551,1.502557683,1.36599457,-0.038025473,-0.096591521,-0.168600331
1977/9/30,847.11,0.94978192,1.476511667,1.479480601,1.435530023,-0.01158639,-0.086535973,-0.135505006
1977/10/7,840.35,-0.798007343,1.72822892,1.356975805,1.552382867,-0.019210794,-0.085462737,-0.117631618
1977/10/14,821.64,-2.226453264,2.628666627,1.827161691,1.653514325,-0.020854685,-0.133071664,-0.123116329
1977/10/21,808.3,-1.623582104,1.486052286,1.829864875,1.54443164,-0.045814593,-0.128113303,-0.138961385
1977/10/28,822.68,1.779042435,2.615365582,2.114578354,1.707982301,-0.021026953,-0.112439314,-0.14742002
1977/11/4,809.94,-1.548597267,2.127194049,2.214319636,1.735777528,-0.014239813,-0.135363068,-0.141166615
1977/11/11,845.89,4.43860039,3.657061017,2.471418233,1.938649936,0.046505011,-0.088814443,-0.088176007
1977/11/18,835.76,-1.197555238,1.290947996,2.422642161,1.918354906,0.015899256,-0.101777615,-0.119139966
1977/11/25,844.42,1.036182636,0.994304585,2.017376912,1.870478622,0.042571055,-0.06053425,-0.117287951
1977/12/2,823.98,-2.420596386,1.846237654,1.947137813,1.839477751,-0.025901713,-0.096740953,-0.13315449
1977/12/9,815.23,-1.061918979,1.713633826,1.461281015,1.919953647,-0.024564468,-0.104919905,-0.162277141
1977/12/16,815.32,0.011039829,0.913852532,1.367007149,1.873171395,-0.034461524,-0.114215873,-0.167242048
1977/12/23,829.87,1.784575381,2.900701565,1.843606394,1.991853887,0.007148232,-0.107378724,-0.158022362
1977/12/30,831.17,0.156651042,0.177136178,1.426331025,1.862596158,0.019552764,-0.089278475,-0.172677052
1978/1/6,793.49,-4.533368625,2.917574022,1.727316074,1.886671774,-0.026774763,-0.12610271,-0.192894124
1978/1/13,775.73,-2.238213462,1.112805454,1.777054305,1.855567872,-0.065239134,-0.143738617,-0.202055217
1978/1/20,776.94,0.155982107,1.876941719,1.521114343,1.79403255,-0.065245377,-0.15862771,-0.1927309
1978/1/27,764.12,-1.650063068,1.171261616,1.769645703,1.714371514,-0.037013699,-0.141505724,-0.201988449
1978/2/3,770.96,0.895147359,0.714547453,1.218889061,1.46916205,-0.006149047,-0.132475891,-0.18665668
1978/2/10,775.99,0.65243333,1.821106153,1.395964236,1.513341897,-0.001222746,-0.109183791,-0.166963672
1978/2/17,752.69,-3.002616013,2.801582495,1.627124429,1.663948389,-0.014958383,-0.128306388,-0.199470348
1978/2/24,756.24,0.471641712,0.955240537,1.57311916,1.589698629,-0.019093079,-0.115943046,-0.189826768
1978/3/3,747.31,-1.180842061,0.823812546,1.600435433,1.515546856,-0.036959239,-0.143297681,-0.216212531
1978/3/10,758.58,1.508075631,2.122278572,1.675728538,1.616249026,0.007825267,-0.114883786,-0.199573714
1978/3/17,768.71,1.335389807,1.335389807,1.309180366,1.48580638,0.016489474,-0.102823263,-0.200110299
1978/3/23,756.5,-1.58837533,2.253125366,1.633651573,1.658805479,0.01229744,-0.098481779,-0.185560795
1978/3/31,757.36,0.113681428,1.132848645,1.710910598,1.510078364,-0.001608268,-0.10594846,-0.18331608
1978/4/7,769.58,1.613499525,2.447977184,1.792335251,1.621342675,0.001131766,-0.08421491,-0.162480411
1978/4/14,795.13,3.319992723,3.747498636,2.395362458,1.777222418,0.051064111,-0.032264739,-0.16104288
1978/4/21,812.8,2.222278118,1.41737829,2.186425689,1.79773214,0.073201648,0.00556724,-0.123259301
1978/4/28,837.32,3.016732283,1.385334646,2.249547189,1.853631073,0.088022038,0.017795498,-0.09664473
1978/5/5,829.09,-0.982897817,2.379018774,2.232307586,1.900123792,0.042709997,0.023643727,-0.114919828
1978/5/12,840.7,1.400330483,2.247041938,1.857193412,1.853912078,0.034325787,-0.00613555,-0.094405067
1978/5/19,846.85,0.731533246,1.38099203,1.848096847,1.88939137,0.011381551,0.01326936,-0.08985878
1978/5/26,831.69,-1.790163547,2.802149141,2.202300471,2.054252752,0.003135968,-0.015075436,-0.074697106
1978/6/2,847.54,1.905758155,1.603963015,2.008536531,2.011059789,0.008136077,0.028592927,-0.070914133
1978/6/9,859.23,1.379285933,0.858956509,1.661515174,1.971357015,0.014618882,0.053972499,-0.056610196
1978/6/16,836.97,-2.590691666,2.328829301,1.898474492,1.977665676,0.006348519,0.026553991,-0.090694769
1978/6/23,823.02,-1.666726406,1.863866088,1.663903728,2.038583796,-0.028930788,-0.008254305,-0.114746692
1978/6/30,818.95,-0.494520182,1.137274914,1.547231703,1.929358607,-0.046879183,-0.014702167,-0.102668055
